,Admiralty,Aljunied,Ang Mo Kio,Bakau,Bangkit,Bartley,Bayfront,Beauty World,Bedok,Bedok North,Bedok Reservoir,Bencoolen,Bendemeer,Bishan,Boon Keng,Boon Lay,Botanic Gardens,Braddell,Bras Basah,Bright Hill,Buangkok,Bugis,Bukit Batok,Bukit Gombak,Bukit Panjang,Buona Vista,Caldecott,Canberra,Cashew,Changi Airport,Chinatown,Chinese Garden,Choa Chu Kang,City Hall,Clarke Quay,Clementi,Commonwealth,Compassvale,Coral Edge,Cove,Dakota,Dhoby Ghaut,Dover,Downtown,Esplanade,Eunos,Expo,Fajar,Farrer Park,Farrer Road,Fort Canning,Geylang Bahru,Great World,Gul Circle,HarbourFront,Havelock,Haw Par Villa,Hillview,Holland Village,Hougang,Hume,Jalan Besar,Jelapang,Joo Koon,Jurong East,Kadaloor,Kaki Bukit,Kallang,Kangkar,Keat Hong,Kembangan,Kent Ridge,Khatib,King Albert Park,Kovan,Kranji,Labrador Park,Lakeside,Lavender,Lentor,Little India,Lorong Chuan,MacPherson,Marina Bay,Marina South Pier,Marsiling,Marymount,Mattar,Maxwell,Mayflower,Meridian,Mount Pleasant,Mountbatten,Napier,Newton,Nicoll Highway,Novena,One-North,Orchard,Orchard Boulevard,Outram Park,Pasir Panjang,Pasir Ris,Paya Lebar,Pending,Petir,Phoenix,Pioneer,Potong Pasir,Promenade,Punggol,Queenstown,Raffles Place,Ranggung,Redhill,Riviera,Rochor,Rumbia,Segar,Sembawang,Sengkang,Senja,Serangoon,Shenton Way,Simei,Sixth Avenue,Somerset,South View,Springleaf,Stadium,Stevens,Tai Seng,Tampines,Tampines East,Tampines West,Tan Kah Kee,Tanah Merah,Tanjong Pagar,Teck Whye,Telok Ayer,Telok Blangah,Tiong Bahru,Toa Payoh,Tuas Crescent,Tuas Link,Tuas West Road,Ubi,Upper Changi,Upper Thomson,Woodlands,Woodlands North,Woodlands South,Woodleigh,Yew Tee,Yio Chu Kang,Yishun
Tai Seng,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,21.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,30.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,51.0,0.0,39.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,18.0,0.0,33.0,0.0,0.0,0.0,42.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tampines,0.0,21.0,0.0,0.0,0.0,0.0,48.0,81.0,9.0,9.0,6.0,33.0,27.0,0.0,0.0,75.0,69.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,93.0,57.0,0.0,0.0,90.0,0.0,39.0,69.0,0.0,33.0,0.0,63.0,54.0,0.0,0.0,0.0,0.0,0.0,60.0,45.0,0.0,15.0,9.0,0.0,0.0,0.0,36.0,24.0,0.0,84.0,0.0,0.0,0.0,87.0,0.0,0.0,84.0,30.0,0.0,81.0,66.0,0.0,12.0,24.0,0.0,0.0,12.0,0.0,0.0,78.0,0.0,0.0,0.0,72.0,27.0,0.0,60.0,0.0,18.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,3.0,18.0,0.0,0.0,0.0,78.0,0.0,51.0,0.0,51.0,36.0,0.0,48.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,75.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,3.0,3.0,72.0,6.0,39.0,0.0,42.0,0.0,45.0,0.0,87.0,93.0,90.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tampines East,0.0,0.0,0.0,0.0,0.0,0.0,51.0,84.0,0.0,12.0,9.0,36.0,30.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,96.0,0.0,0.0,0.0,93.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,6.0,0.0,0.0,0.0,39.0,27.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,87.0,33.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,21.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,69.0,0.0,3.0,0.0,6.0,75.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tampines West,0.0,0.0,0.0,0.0,0.0,0.0,45.0,78.0,0.0,6.0,3.0,30.0,24.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,90.0,0.0,0.0,0.0,87.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,12.0,0.0,0.0,0.0,33.0,21.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,81.0,27.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,15.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,63.0,0.0,3.0,6.0,0.0,69.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tan Kah Kee,0.0,0.0,0.0,0.0,0.0,0.0,24.0,9.0,0.0,63.0,66.0,39.0,45.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,21.0,0.0,0.0,0.0,18.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,81.0,0.0,0.0,0.0,36.0,48.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,12.0,42.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,54.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,72.0,75.0,69.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tanah Merah,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,6.0,0.0,63.0,0.0,27.0,0.0,57.0,48.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,60.0,0.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,9.0,12.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,45.0,30.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,39.0,0.0,81.0,87.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tanjong Pagar,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,6.0,0.0,24.0,15.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,27.0,0.0,0.0,15.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,42.0,21.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,12.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,6.0,0.0,48.0,54.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teck Whye,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Telok Ayer,0.0,0.0,0.0,0.0,0.0,0.0,6.0,39.0,0.0,33.0,36.0,9.0,15.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,51.0,0.0,0.0,0.0,48.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,51.0,0.0,0.0,0.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,42.0,12.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,24.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,24.0,0.0,42.0,45.0,39.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Telok Blangah,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,27.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,78.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,39.0,51.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,66.0,0.0,15.0,0.0,0.0,0.0,6.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiong Bahru,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,12.0,0.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,21.0,0.0,0.0,21.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,48.0,27.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,6.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,39.0,6.0,0.0,0.0,0.0,0.0,0.0,42.0,48.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toa Payoh,27.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,48.0,45.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,42.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,27.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,39.0,12.0,18.0
Tuas Crescent,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,54.0,0.0,24.0,33.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,0.0,0.0,63.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,90.0,69.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,36.0,51.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,81.0,48.0,0.0,0.0,0.0,42.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tuas Link,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,60.0,0.0,30.0,39.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,27.0,0.0,0.0,69.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,96.0,75.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,42.0,57.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,87.0,54.0,0.0,0.0,0.0,48.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tuas West Road,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,57.0,0.0,27.0,36.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,0.0,0.0,66.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,93.0,72.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,39.0,54.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,84.0,51.0,0.0,0.0,0.0,45.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ubi,0.0,0.0,0.0,0.0,0.0,0.0,33.0,66.0,0.0,6.0,9.0,18.0,12.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,78.0,0.0,0.0,0.0,75.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,24.0,0.0,0.0,0.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,69.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,51.0,0.0,15.0,18.0,12.0,57.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Upper Changi,0.0,0.0,0.0,0.0,0.0,0.0,54.0,87.0,0.0,15.0,12.0,39.0,33.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,99.0,0.0,0.0,0.0,96.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,3.0,0.0,0.0,0.0,42.0,30.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,90.0,36.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,24.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,72.0,0.0,6.0,3.0,9.0,78.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Upper Thomson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,30.0,6.0,0.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,18.0,15.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,12.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,21.0,15.0,0.0,0.0,0.0,0.0
Woodlands,3.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,27.0,0.0,15.0,0.0,0.0,18.0,15.0,0.0,0.0,21.0,9.0,0.0,0.0,0.0,0.0,12.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,54.0,57.0,3.0,0.0,0.0,48.0,12.0,0.0,24.0,0.0,30.0,36.0,0.0,33.0,0.0,36.0,33.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,51.0,0.0,0.0,42.0,0.0,6.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,3.0,3.0,0.0,9.0,18.0,12.0
Woodlands North,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,51.0,15.0,0.0,27.0,0.0,33.0,0.0,0.0,0.0,0.0,39.0,36.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,9.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0
